Category,Recipe Name,Type,Ingredient,Quantity,Unit/Notes
Food - Breakfast,Classic English Breakfast,All,Salad leaves,4-5 leaves,garnish
Food - Breakfast,South Asian Breakfast,All,Masala omelette batter,120ml per portion,batch: 15 eggs + 50g onion + 50g tomato (no seeds) + 3 whole green chillies + half bunch coriander + HQ masala. Cook 2 mins flip 45-60 secs
Food - Breakfast,South Asian Breakfast,All,Masala beans (HQ mix),4oz pot,batch of 5 tins. Heat until ready
Food - Breakfast,South Asian Breakfast,All,Butter chicken (HQ frozen),4oz pot,defrost then heat to 75°C
Food - Breakfast,South Asian Breakfast,All,Parathas,2 pcs,1 TSP oil on flat top. Cook 1 min each side until golden brown crispy
Food - Breakfast,South Asian Breakfast,All,Mixed salad,prepared,4-5 leaves + 2 cherry tomatoes halved + sliced red onion + sliced cucumber + 1 sliced lemon + HQ salad seasoning + 1 TSP pomegranate molasses
Food - Breakfast,One-Pot Skillet,All,Masala beans,250g,heat in skillet 1.5-2 mins
Food - Breakfast,One-Pot Skillet,All,Eggs,2 pcs,crack into skillet. Lid on. Cook 5 mins medium flame. Per customer preference
Food - Breakfast,One-Pot Skillet,All,Cooked sausage,1 pc,sliced into 10 pieces. Place on edges in circle
Food - Breakfast,One-Pot Skillet,All,Cooked mushrooms,1 TBSP,towards centre
Food - Breakfast,One-Pot Skillet,All,Feta cheese,1 cube,smashed & spread evenly over skillet
Food - Breakfast,One-Pot Skillet,All,Fresh parsley,sprinkle,
Food - Breakfast,One-Pot Skillet,All,Chilli oil,1 TBSP,drizzle for garnish
Food - Breakfast,One-Pot Skillet,All,Sourdough bread,1.5 slices,buttered & toasted. Serve in separate bowl
Food - Breakfast,Shakshuka,All,Shakshuka sauce (from HQ),225g,heat in skillet until bubbles
Food - Breakfast,Shakshuka,All,Eggs,2 pcs,crack into skillet. Lid on. Cook 4 mins medium flame. Per customer preference
Food - Breakfast,Shakshuka,All,Feta cheese,1 cube,smashed & spread over skillet
Food - Breakfast,Shakshuka,All,Fresh parsley,sprinkle,
Food - Breakfast,Shakshuka,All,Chilli oil,1 TBSP,evenly over skillet
Food - Breakfast,Shakshuka,All,Sourdough bread,1.5 slices,buttered & toasted. Serve in separate bowl
Food - Breakfast,Melty Egg Muffin,All,Muffin bun,1 pc,cut in half. Brush with melted butter. Warm on flat top 1 min
Food - Breakfast,Melty Egg Muffin,All,Hash browns,2 pcs,fryer 180°C 3-4 mins. Smash
Food - Breakfast,Melty Egg Muffin,All,Fried eggs,2 pcs,medium preferred: 3 min one side + 1.5-2 min other
Food - Breakfast,Melty Egg Muffin,All,Cheese slice,1 pc,place on bottom bun. Oven 1 min
Food - Breakfast,Melty Egg Muffin,All,Chilli sauce,2-3 lines,on cheese
Food - Breakfast,Melty Egg Muffin,All,Guacamole paste,1 TBSP,on top bun. Batch: 5 avocados + 2 TSP salt + 5 TSP lemon juice + quarter bunch parsley
Food - Breakfast,Melty Egg Muffin,All,Salad leaves,3 pcs per bun,on top of guacamole
Food - Breakfast,Grilled Chicken Bagel,All,Bagel,1 pc,cut in half
Food - Breakfast,Grilled Chicken Bagel,All,Mayo,1 TBSP per half,spread all over
Food - Breakfast,Grilled Chicken Bagel,All,Bagel chicken,75g per bagel,spread on mayo
Food - Breakfast,Grilled Chicken Bagel,All,Mixed grated cheese,50g per bagel,on top of chicken
Food - Breakfast,Grilled Chicken Bagel,All,COOKING: Oven grill setting,250°C,5 mins until golden brown
Food - Breakfast,Grilled Chicken Bagel,All,Rustic fries (seasoned),10-15 pcs,serve in same dish
Food - Breakfast,Grilled Chicken Bagel,All,Fresh parsley + mild chilli flakes,garnish,
Food - Breakfast,Chicken Egg Paratha Roll,All,Parathas,2 pcs,1 TSP oil flat top. Cook 1 min each side. Golden brown crispy
Food - Breakfast,Chicken Egg Paratha Roll,All,Omelette batter,140ml,pour on flat top. Place paratha on batter after 30 secs. Flip. Cook until well done
Food - Breakfast,Chicken Egg Paratha Roll,All,Butter chicken (HQ),3-4 pieces from 4oz pot,place in middle of paratha
Food - Breakfast,Chicken Egg Paratha Roll,All,Mixed grated cheese,50g per paratha,spread on top. Roll the paratha
Food - Breakfast,Turkish Eggs,All,Tzatziki sauce,225g,spread in bottom of serving bowl
Food - Breakfast,Turkish Eggs,All,Fried eggs,2 pcs,medium
Food - Breakfast,Turkish Eggs,All,Sunflower oil,1 TSP,
Food - Breakfast,Turkish Eggs,All,Butter,10g,
Food - Breakfast,Turkish Eggs,All,Mixed bell peppers (chopped),50g,saute 2 mins
Food - Breakfast,Turkish Eggs,All,Salt,pinch,
Food - Breakfast,Turkish Eggs,All,Chilli powder,pinch,
Food - Breakfast,Turkish Eggs,All,Turkish chilli flakes,pinch,cook 30 more secs then pour over eggs
Food - Breakfast,Turkish Eggs,All,Simit bread,1 pc,toast & cut in half. Serve separate
Food - Breakfast,Egg Avocado Croissant,All,All-butter croissant,1 pc,cut in half. Warm oven 30 secs
Food - Breakfast,Egg Avocado Croissant,All,Guacamole paste,30g,on bottom slice
Food - Breakfast,Egg Avocado Croissant,All,Eggs,2 pcs,scrambled: butter in pan then fold with spatula into soft curds
Food - Breakfast,Egg Avocado Croissant,All,Butter,10g,for scrambling
Food - Breakfast,Egg Avocado Croissant,All,Cherry tomato,1 pc,cut into 4 pieces. On top of eggs
Food - Breakfast,Egg Avocado Croissant,All,Salad leaves,5 pcs,on top of tomatoes
Food - Breakfast,Egg Avocado Croissant,All,Sriracha chilli sauce,1 TSP,drizzle on salad
Food - Breakfast,Egg Avocado Croissant,All,Potato tots (hashbrown tots),12 pcs,fried. Serve alongside
Food - Eggs,Traditional Omelette,All,Omelette batter,200g per portion,batch: 15 eggs + onion + tomato + chillies + coriander + HQ masala
Food - Eggs,Traditional Omelette,All,Oil,1 TSP,
Food - Eggs,Traditional Omelette,All,COOKING: Cook 2 mins,flip,45-60 secs. Light brown
Food - Eggs,Traditional Omelette,All,Sourdough bread,1 large slice,toasted and cut into 3. Serve on side
Food - Eggs,Traditional Omelette,All,Mixed salad,30g,with pomegranate molasses
Food - Eggs,Greek Omelette,All,Omelette batter,200g per portion,
Food - Eggs,Greek Omelette,All,Oil,1 TSP,
Food - Eggs,Greek Omelette,All,Black olives (sliced),15g,inside omelette
Food - Eggs,Greek Omelette,All,Fresh parsley (chopped),2g,inside omelette
Food - Eggs,Greek Omelette,All,Greek feta cheese (crushed),20g,inside omelette then fold
Food - Eggs,Greek Omelette,All,Sourdough bread,1 large slice,toasted. Cut 3 slices. Serve on side
Food - Eggs,Greek Omelette,All,Mixed salad,30g,with pomegranate molasses
Food - Eggs,Classic French Omelette,All,Plain egg batter,150g per portion,
Food - Eggs,Classic French Omelette,All,Butter,10g,
Food - Eggs,Classic French Omelette,All,Salt,pinch,
Food - Eggs,Classic French Omelette,All,Pepper,pinch,
Food - Eggs,Classic French Omelette,All,Mixed cheddar cheese,30g,on top. Fold when eggs still runny. Cook 1.5 min each side medium heat
Food - Eggs,Classic French Omelette,All,Sourdough bread,1 large slice,toasted. Cut 3 slices. Serve on side
Food - Eggs,Classic French Omelette,All,Mixed salad,30g,with pomegranate molasses
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Fresh chicken strips,110g,pan high heat 3.5 mins
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Fire cracker sauce,100g,add to pan
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Dried whole red chilli,1 pc,add to pan
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Julienne cut mixed bell peppers,35g (approx),add last 1 min
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Sliced mushrooms,25g,add last 1 min
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Sliced onions,20g,add last 1 min
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Cooked white rice,138g,microwave approx 90 secs. Place on half of bowl
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Mild chilli flakes,sprinkle,
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Spring onions,garnish,
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Red & green chilli,garnish,
Food - Bowls & Mains,Fire Cracker Chicken Bowl,All,Fresh parsley,garnish,total cooking 8-10 mins
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Cooked chicken gochujang mix (HQ),250g,heat in pan 5-6 mins. Must reach 75°C
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Cooked white rice,275g,microwave 90 secs (800 watt). Fill 750ml bowl for portion control
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Sliced avocado,half pc,place around chicken
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Salad leaves,handful,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Mixed bell peppers,handful,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Tomatoes (diced),handful,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Red onions,handful,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Cucumber,handful,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Gochujang sauce,drizzle,over bowl
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Black & white sesame seeds,sprinkle,
Food - Bowls & Mains,Chicken Gochujang Bowl,All,Spring onions + red & green chilli,garnish,
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Cooked white rice,125g,microwave 1 min 30 secs
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Chickpea curry (from HQ),150g,heat in pan 5-6 mins to 75°C
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Mixed salad (leaves + cucumber + bell pepper + tomatoes + red onion),25g,
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Salad seasoning,1 pinch,
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Pomegranate molasses,drizzle,on salad
Food - Bowls & Mains,Spiced Chickpea Bowl,All,Spring onions + fresh parsley + red & green chilli,garnish,
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Crispy chicken frites (HQ frozen),8 pcs,fryer 180°C 4-6 mins. Check temperature probe
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Seasoned rustic fries,65g,base of bowl
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Mixed salad leaves,15g,on fries in centre
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Salad dressing,1 pinch,
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Pomegranate molasses,drizzle,on salad
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Chilli sauce,12 lines,on top of chicken mountain
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Sesame seeds,sprinkle,
Food - Bowls & Mains,Crispy Chicken Mountain Bowl,All,Spring onions + red & green chilli,garnish,
Food - Bowls & Mains,Falafel Bowl,All,Falafels (HQ frozen),5 pcs,fryer 180°C 7 mins until dark brown
Food - Bowls & Mains,Falafel Bowl,All,Flavoured rice (HQ),125g,microwave 1 min 45 secs
Food - Bowls & Mains,Falafel Bowl,All,Mixed salad leaves,handful,
Food - Bowls & Mains,Falafel Bowl,All,Rustic fries,handful,on other side of bowl
Food - Bowls & Mains,Falafel Bowl,All,Taziki sauce,approx 10 lines drizzle,
Food - Bowls & Mains,Falafel Bowl,All,Hummus,1 spoonful,
Food - Bowls & Mains,Falafel Bowl,All,Ezme,1 spoonful,
Food - Bowls & Mains,Falafel Bowl,All,Sumac,pinch,garnish
Food - Bowls & Mains,Falafel Bowl,All,Pickled chilli,1 pc,garnish
Food - Bowls & Mains,Burger Bowl,All,Beef patty,1 pc,mince on hot plate 4-5 mins medium well — OR — chicken fillet 150g grilled 4 min each side then diced
Food - Bowls & Mains,Burger Bowl,All,Mixed salad leaves + mixed bell peppers,handful,
Food - Bowls & Mains,Burger Bowl,All,Salad seasoning + pomegranate molasses,pinch + drizzle,
Food - Bowls & Mains,Burger Bowl,All,Sliced avocado,half pc,
Food - Bowls & Mains,Burger Bowl,All,Caramelised mushrooms,handful,
Food - Bowls & Mains,Burger Bowl,All,Caramelised onions,handful,
Food - Bowls & Mains,Burger Bowl,All,Rustic fries,65g,
Food - Bowls & Mains,Burger Bowl,All,Hot cheese sauce,150g,on top of meat
Food - Bowls & Mains,Burger Bowl,All,Gherkins,4 thin slices,garnish on meat
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Boiled penne pasta,100g,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,White pasta sauce,150g,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Mixed bell peppers,25g,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Mushrooms (sliced),15g,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Double cream,30ml,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Chicken patty (HQ),1 pc,fryer 180°C 5-6 mins. Cut into 6 strips. Veg: omit chicken add broccoli
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Cooking oil,1 TBSP,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Salt & pepper,1 pinch each,
Food - Pasta,Chicken / Vegetable Pasta (White Sauce),All,Dry parsley,1 pinch,garnish
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Boiled penne pasta,100g,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Red pasta sauce,150g,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Mixed bell peppers,15g,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Mushrooms (sliced),15g,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Black diced olives,4 pcs,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Chopped white onion,15g,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Chicken patty (HQ),1 pc,fryer 5-6 mins. Cut into 6 strips
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Grated parmesan cheese,garnish,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Fresh chopped parsley,garnish,
Food - Pasta,Penne Arrabbiata — Chicken / Veg,All,Salt + pepper + red chilli flakes,1 pinch each,
Food - Burgers,Crunchy Chicken Burger,All,Chicken zinger patty (HQ frozen),1 pc,fryer 180°C 6-7 mins
Food - Burgers,Crunchy Chicken Burger,All,Burger bun,1 pc,lightly toast on hot plate
Food - Burgers,Crunchy Chicken Burger,All,Chilli mayo sauce,approx 1 TSP,on each bun
Food - Burgers,Crunchy Chicken Burger,All,Lettuce (chopped),15g,on bottom bun
Food - Burgers,Crunchy Chicken Burger,All,Tomato slices,2 pcs,on lettuce
Food - Burgers,Crunchy Chicken Burger,All,Red onion rings,2 pcs,on tomato
Food - Burgers,Crunchy Chicken Burger,All,Cheese slice,1 pc,on patty
Food - Burgers,Crunchy Chicken Burger,All,Rustic fries,with chips,serve alongside
Food - Burgers,Crunchy Chicken Burger,All,Mayo & chilli sauce,2oz pot,half and half. Serve on side
Food - Burgers,Heritage Angus Beef Burger,All,Beef patty,1 pc,hot plate oil. 2.5 mins each side. Salt & pepper each side
Food - Burgers,Heritage Angus Beef Burger,All,Sliced mushrooms,on patty,cook alongside on hot plate until lightly brown
Food - Burgers,Heritage Angus Beef Burger,All,Sliced onions,on patty,cook alongside until caramelised
Food - Burgers,Heritage Angus Beef Burger,All,Cheese slices,2 pcs,on patty. Let sizzle 1 min
Food - Burgers,Heritage Angus Beef Burger,All,Burger bun,1 pc,lightly toast on hot plate
Food - Burgers,Heritage Angus Beef Burger,All,Chilli mayo sauce,3 lines,on each bun
Food - Burgers,Heritage Angus Beef Burger,All,Lettuce (chopped),15g,
Food - Burgers,Heritage Angus Beef Burger,All,Tomato slices,2 pcs,
Food - Burgers,Heritage Angus Beef Burger,All,Rustic fries,with chips,
Food - Burgers,Heritage Angus Beef Burger,All,Mayo & chilli sauce,2oz pot,half and half
Food - Burgers,Chicken Gochujang Burger,All,Chicken zinger patty (HQ frozen),1 pc,fryer 180°C 6-7 mins
Food - Burgers,Chicken Gochujang Burger,All,Gochujang sauce,warm,microwave 30 secs. Apply to cooked patty
Food - Burgers,Chicken Gochujang Burger,All,Sesame seeds,sprinkle,on patty
Food - Burgers,Chicken Gochujang Burger,All,Spring onions,sprinkle,on patty
Food - Burgers,Chicken Gochujang Burger,All,Burger bun,1 pc,lightly toast on hot plate
Food - Burgers,Chicken Gochujang Burger,All,Chilli mayo sauce,3 lines,each bun
Food - Burgers,Chicken Gochujang Burger,All,Lettuce (chopped),15g,
Food - Burgers,Chicken Gochujang Burger,All,Tomato slices,2 pcs,
Food - Burgers,Chicken Gochujang Burger,All,Red onion rings,2 pcs,
Food - Burgers,Chicken Gochujang Burger,All,Cheese slice,1 pc,
Food - Burgers,Chicken Gochujang Burger,All,Rustic fries,with chips,
Food - Burgers,Mexican Grill Chicken Burger,All,Chicken steak fillet,1 pc,grill 4 mins each side
Food - Burgers,Mexican Grill Chicken Burger,All,Burger bun,1 pc,lightly toast on hot plate
Food - Burgers,Mexican Grill Chicken Burger,All,Chilli mayo sauce,approx 1 TSP,each bun
Food - Burgers,Mexican Grill Chicken Burger,All,Lettuce (chopped),handful,
Food - Burgers,Mexican Grill Chicken Burger,All,Gherkins OR pickled chillies,3-4 pcs,
Food - Burgers,Mexican Grill Chicken Burger,All,Caramelised onions,5g,on chicken
Food - Burgers,Mexican Grill Chicken Burger,All,Cheese sauce,75g,pour on chicken
Food - Burgers,Mexican Grill Chicken Burger,All,Rustic fries,70g,serve alongside
Food - Steak & Grill,Chicken Steak,All,Chicken steak fillets,2 pcs (approx 250g total — 125g each),grill 4 mins each side. Cut to check if cooked
Food - Steak & Grill,Chicken Steak,All,Chicken steak sauce,200g,heat in pan then cook fillets in sauce 3-4 mins
Food - Steak & Grill,Chicken Steak,All,Rustic fries,130g,
Food - Steak & Grill,Chicken Steak,All,Mixed salad leaves,30g,
Food - Steak & Grill,Chicken Steak,All,Salad dressing,pinch,
Food - Steak & Grill,Chicken Steak,All,Pomegranate sauce,1 TSP,drizzle on salad
Food - Steak & Grill,Chicken Steak,All,Fresh chopped parsley,garnish,
Food - Steak & Grill,Chicken Steak,All,Spring onions + red & green chilli,garnish,total cooking 13-15 mins
Food - Steak & Grill,Chicken Parmeson,All,Chicken fillet,1 pc,flat top 8 mins total with lid. Make cuts with knife
Food - Steak & Grill,Chicken Parmeson,All,Red pasta sauce,spread,on cooked fillet
Food - Steak & Grill,Chicken Parmeson,All,Dried oregano,sprinkle,
Food - Steak & Grill,Chicken Parmeson,All,Mixed grated cheese,spread,on sauce
Food - Steak & Grill,Chicken Parmeson,All,Mixed olives,handful,veggies
Food - Steak & Grill,Chicken Parmeson,All,Mixed bell peppers,handful,veggies
Food - Steak & Grill,Chicken Parmeson,All,Red & green chilli,slices,veggies
Food - Steak & Grill,Chicken Parmeson,All,Red onion,slices,veggies
Food - Steak & Grill,Chicken Parmeson,All,Grated parmesan cheese,on top of veggies,oven grill 8 mins
Food - Steak & Grill,Chicken Parmeson,All,Mixed salad + chips,side serving,
Food - Noodles,Sesame Noodles (Chicken),All,Sesame oil,1 TSP,
Food - Noodles,Sesame Noodles (Chicken),All,Chicken strips,100g,cook 2.5 mins
Food - Noodles,Sesame Noodles (Chicken),All,Julienne mixed bell peppers,35g,
Food - Noodles,Sesame Noodles (Chicken),All,Sliced mushrooms,25g,
Food - Noodles,Sesame Noodles (Chicken),All,Sliced onions,20g,
Food - Noodles,Sesame Noodles (Chicken),All,Noodles sauce,60g,cook 2 mins
Food - Noodles,Sesame Noodles (Chicken),All,Boiled noodles,150g,toss to coat evenly
Food - Noodles,Sesame Noodles (Chicken),All,Chilli sauce,1 TBSP,
Food - Noodles,Sesame Noodles (Chicken),All,Chilli garlic sauce,1 TBSP,toss. Total 10-12 mins
Food - Noodles,Sesame Noodles (Chicken),All,Sesame seeds,sprinkle,garnish
Food - Noodles,Sesame Noodles (Chicken),All,Spring onions + red & green chilli,garnish,
Food - Noodles,Sesame Noodles (Beef),All,Sesame oil,1 TSP,
Food - Noodles,Sesame Noodles (Beef),All,Beef strips,90g,
Food - Noodles,Sesame Noodles (Beef),All,Julienne mixed bell peppers,35g,
Food - Noodles,Sesame Noodles (Beef),All,Sliced mushrooms,25g,
Food - Noodles,Sesame Noodles (Beef),All,Sliced onions,20g,
Food - Noodles,Sesame Noodles (Beef),All,Noodles sauce,60g,cook 2 mins
Food - Noodles,Sesame Noodles (Beef),All,Boiled noodles,150g,toss to coat
Food - Noodles,Sesame Noodles (Beef),All,Chilli sauce,1 TBSP,
Food - Noodles,Sesame Noodles (Beef),All,Chilli garlic sauce,1 TBSP,toss. Total 8-10 mins
Food - Noodles,Sesame Noodles (Beef),All,Sesame seeds,sprinkle,garnish
Food - Noodles,Sesame Noodles (Beef),All,Spring onions + red & green chilli,garnish,
Food - Noodles,Sesame Noodles (Vegetable),All,Sesame oil,1 TSP,
Food - Noodles,Sesame Noodles (Vegetable),All,Julienne mixed bell peppers,35g,
Food - Noodles,Sesame Noodles (Vegetable),All,Baby corn,3 pcs,
Food - Noodles,Sesame Noodles (Vegetable),All,Broccoli (small pieces),3 pcs,
Food - Noodles,Sesame Noodles (Vegetable),All,Sliced mushrooms,25g,
Food - Noodles,Sesame Noodles (Vegetable),All,Sliced white onions,20g,cook 1 min
Food - Noodles,Sesame Noodles (Vegetable),All,Noodles sauce,60g,cook 2 mins
Food - Noodles,Sesame Noodles (Vegetable),All,Boiled noodles,150g,toss to coat
Food - Noodles,Sesame Noodles (Vegetable),All,Chilli sauce,1 TBSP,
Food - Noodles,Sesame Noodles (Vegetable),All,Chilli garlic sauce,1 TBSP,toss. Total 8-10 mins
Food - Noodles,Sesame Noodles (Vegetable),All,Sesame seeds,sprinkle,garnish
Food - Noodles,Sesame Noodles (Vegetable),All,Spring onions + red & green chilli,garnish,
Food - Light Bites,Seasoned Rustic Fries,All,Frozen rustic fries,130g,fryer 170-180°C 2 min 45 secs
Food - Light Bites,Seasoned Rustic Fries,All,HQ seasoning,even coat,toss in bowl
Food - Light Bites,Masala Chips,All,Frozen rustic fries,130g,fryer 170-180°C 2 min 45 secs
Food - Light Bites,Masala Chips,All,HQ seasoning,even coat,
Food - Light Bites,Masala Chips,All,Chilli sauce,mix in,fully incorporate
Food - Light Bites,Masala Chips,All,Spring onions,garnish,
Food - Light Bites,Vegetable Momos (Dumplings),All,Vegetable dumplings (HQ frozen),portion,fryer 180°C 3 mins until golden brown
Food - Light Bites,Vegetable Momos (Dumplings),All,Dumpling sauce,small pot,serve alongside
Food - Light Bites,Vegetable Momos (Dumplings),All,Fresh chives + micro-herbs,garnish,
Food - Light Bites,Chicken Momos (Dumplings),All,Chicken dumplings (HQ frozen),portion,fryer 180°C 3 mins until golden brown
Food - Light Bites,Chicken Momos (Dumplings),All,Dumpling sauce,small pot,
Food - Light Bites,Chicken Momos (Dumplings),All,Fresh chives + micro-herbs,garnish,
Food - Light Bites,Spring Rolls,All,Spring rolls (HQ frozen),4 pcs,fryer 180°C 8-10 mins until golden brown
Food - Light Bites,Spring Rolls,All,Chilli sauce,1 TBSP,spread on plate centre
Food - Light Bites,Spring Rolls,All,Chives + micro-herbs,garnish,
Food - Light Bites,Spring Rolls,All,Sauce dip (customer choice),separate container,
Food - Light Bites,Hummus & Salad,All,Hummus,2 TBSP,spread to edges of bowl
Food - Light Bites,Hummus & Salad,All,Chopped cucumber,garnish,
Food - Light Bites,Hummus & Salad,All,Green olives (sliced),garnish,
Food - Light Bites,Hummus & Salad,All,Red cherry tomatoes (chopped),garnish,
Food - Light Bites,Hummus & Salad,All,Olive oil,1 TBSP,drizzle
Food - Light Bites,Hummus & Salad,All,Fresh parsley (chopped),garnish,
Food - Light Bites,Hummus & Salad,All,Sumac,pinch,garnish. Fork dipped in olive oil then sumac applied on hummus
Food - Light Bites,Hummus & Salad,All,Flatbread,1 pc,toast on grill. Cut into 8 pieces
Food - Light Bites,Hummus & Falafel,All,Hummus,2 TBSP,spread to edges of bowl
Food - Light Bites,Hummus & Falafel,All,Chopped cucumber,garnish,
Food - Light Bites,Hummus & Falafel,All,Green olives (sliced),garnish,
Food - Light Bites,Hummus & Falafel,All,Red cherry tomatoes (chopped),garnish,
Food - Light Bites,Hummus & Falafel,All,Olive oil,1 TBSP,drizzle
Food - Light Bites,Hummus & Falafel,All,Fresh parsley (chopped),garnish,
Food - Light Bites,Hummus & Falafel,All,Sumac,pinch,garnish
Food - Light Bites,Hummus & Falafel,All,Falafels (HQ frozen),3 pcs,fryer 180°C 7 mins until dark brown
Food - Light Bites,Hummus & Falafel,All,Flatbread,1 pc,toast on grill. Cut 8 pieces
Food - Toasts,Smashed Avocado Toast,All,Sourdough bread,1 slice,brush melted butter each side. Toast flat top 1 min each side
Food - Toasts,Smashed Avocado Toast,All,Guacamole paste,120g,batch: 10 avocados + 10g parsley + 2 TSP salt + 50g lemon juice — blend until smooth
Food - Toasts,Smashed Avocado Toast,All,Mixed bell peppers,30g,
Food - Toasts,Smashed Avocado Toast,All,Cucumber,15g,
Food - Toasts,Smashed Avocado Toast,All,Cherry tomato,1 pc,cut 4 slices
Food - Toasts,Smashed Avocado Toast,All,Salad leaves,10g,
Food - Toasts,Smashed Avocado Toast,All,Feta cheese,10g,
Food - Toasts,Smashed Avocado Toast,All,Turkish chilli flakes,sprinkle,
Food - Toasts,Smashed Avocado Toast,All,Fresh parsley,sprinkle,
Food - Toasts,Smashed Avocado Toast,All,Chilli oil (HQ mix),10g,drizzle
Food - Toasts,Mediterranean Hummus On Toast,All,Sourdough bread,1 slice,brush melted butter each side. Toast flat top 1 min each side
Food - Toasts,Mediterranean Hummus On Toast,All,Hummus,75g,spread on toast
Food - Toasts,Mediterranean Hummus On Toast,All,Mixed bell peppers,30g,
Food - Toasts,Mediterranean Hummus On Toast,All,Cucumber,15g,
Food - Toasts,Mediterranean Hummus On Toast,All,Cherry tomato,1 pc,cut 4 slices
Food - Toasts,Mediterranean Hummus On Toast,All,Salad leaves,10g,
Food - Toasts,Mediterranean Hummus On Toast,All,Feta cheese,10g,
Food - Toasts,Mediterranean Hummus On Toast,All,Turkish chilli flakes,sprinkle,
Food - Toasts,Mediterranean Hummus On Toast,All,Fresh parsley,sprinkle,
Food - Toasts,Mediterranean Hummus On Toast,All,Chilli oil (HQ mix),10g,drizzle
Food - Toasts,Mediterranean Hummus On Toast,All,Zattar,sprinkle,
Food - Toasts,Mediterranean Hummus On Toast,All,Fresh pomegranate seeds,10g,
Food - Toasts,Grilled Veggies On Toast,All,Sourdough bread,1 slice,brush melted butter each side. Toast flat top 1 min each side
Food - Toasts,Grilled Veggies On Toast,All,Hummus,75g,spread on toast
Food - Toasts,Grilled Veggies On Toast,All,Mixed bell peppers (diced medium),75g,saute
Food - Toasts,Grilled Veggies On Toast,All,Mushrooms (sliced into 4),75g,saute
Food - Toasts,Grilled Veggies On Toast,All,TenderStem broccoli,20g,saute
Food - Toasts,Grilled Veggies On Toast,All,Butter,10g,for sauteing
Food - Toasts,Grilled Veggies On Toast,All,Oil,1 TSP,
Food - Toasts,Grilled Veggies On Toast,All,Salt,pinch,
Food - Toasts,Grilled Veggies On Toast,All,Pepper,pinch,
Food - Toasts,Grilled Veggies On Toast,All,Turkish chilli flakes,pinch,saute 2 mins then 1 more min
Food - Toasts,Grilled Veggies On Toast,All,Chilli oil (HQ mix),10ml,drizzle
Food - Toasts,Grilled Veggies On Toast,All,Fresh parsley,pinch,garnish
Food - Toasts,Cheese On Toast,All,Sourdough bread,1 slice,brush melted butter each side. Toast flat top 1 min each side
Food - Toasts,Cheese On Toast,All,Mixed cheddar cheese,100g,on toast
Food - Toasts,Cheese On Toast,All,Mixed bell peppers,30g,
Food - Toasts,Cheese On Toast,All,Black olives (sliced),15g,
